timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,42324.8,42610.9,42300.2,42517.4,3038.207
2024-01-01T01:00:00Z,42517.4,42842.9,42475.1,42661.3,3308.231
2024-01-01T02:00:00Z,42661.3,42691.9,42550.8,42631.8,1651.447
2024-01-01T03:00:00Z,42631.8,42641.4,42271.5,42384.1,3499.277
2024-01-01T04:00:00Z,42384.1,42448.0,42250.5,42446.3,1800.157
2024-01-01T05:00:00Z,42446.3,42450.0,42211.2,42280.9,1749.233
2024-01-01T06:00:00Z,42280.9,42467.8,42248.5,42431.7,1117.49
2024-01-01T07:00:00Z,42431.7,42533.0,42431.6,42531.7,1373.99
2024-01-01T08:00:00Z,42531.7,42599.6,42492.7,42596.1,1274.532
2024-01-01T09:00:00Z,42596.1,42739.8,42574.1,42696.9,2249.746
2024-01-01T10:00:00Z,42696.9,42796.1,42656.9,42731.4,2127.375
2024-01-01T11:00:00Z,42731.4,42809.6,42645.6,42735.1,1903.864
2024-01-01T12:00:00Z,42735.1,42820.0,42657.1,42690.6,2067.997
2024-01-01T13:00:00Z,42690.6,42787.5,42651.1,42760.3,1117.358
2024-01-01T14:00:00Z,42760.3,42760.3,42605.4,42651.0,1814.759
2024-01-01T15:00:00Z,42651.0,42890.0,42617.6,42825.1,2622.198
2024-01-01T16:00:00Z,42825.1,42909.1,42707.1,42774.3,1950.463
2024-01-01T17:00:00Z,42774.3,42868.0,42750.0,42852.4,1114.03
2024-01-01T18:00:00Z,42852.4,43279.0,42852.3,43153.8,7712.586
2024-01-01T19:00:00Z,43153.8,43604.0,43140.7,43570.1,6668.097
2024-01-01T20:00:00Z,43570.1,43909.5,43566.6,43753.4,9272.61
2024-01-01T21:00:00Z,43753.4,43855.1,43528.5,43677.7,3978.033
2024-01-01T22:00:00Z,43677.7,43726.4,43421.8,43579.6,3014.063
2024-01-01T23:00:00Z,43579.6,44284.9,43579.5,44235.5,12697.696
2024-01-02T00:00:00Z,44235.5,45376.1,44208.7,45187.9,24268.271
2024-01-02T01:00:00Z,45187.9,45493.6,44744.5,44929.4,11581.241
2024-01-02T02:00:00Z,44929.4,45440.0,44929.4,45430.1,6549.609
2024-01-02T03:00:00Z,45430.1,45578.9,45131.1,45434.1,9517.238
2024-01-02T04:00:00Z,45434.1,45485.2,45201.6,45219.9,4935.6
2024-01-02T05:00:00Z,45219.9,45368.5,45160.0,45220.0,2833.337
2024-01-02T06:00:00Z,45220.0,45350.0,45170.0,45203.1,2035.927
2024-01-02T07:00:00Z,45203.1,45792.8,45203.1,45500.0,9055.449
2024-01-02T08:00:00Z,45500.0,45927.0,45372.7,45817.9,11023.565
2024-01-02T09:00:00Z,45817.9,45946.5,45683.8,45731.6,5245.819
2024-01-02T10:00:00Z,45731.6,45774.2,45500.0,45658.7,5303.585
2024-01-02T11:00:00Z,45658.7,45772.0,45242.3,45495.9,6793.223
2024-01-02T12:00:00Z,45495.9,45669.9,45326.7,45365.3,5606.18
2024-01-02T13:00:00Z,45365.3,45770.0,45333.2,45699.6,5280.287
2024-01-02T14:00:00Z,45699.6,45864.3,45039.1,45301.3,13280.197
2024-01-02T15:00:00Z,45301.3,45369.9,44868.2,45230.3,11672.408
2024-01-02T16:00:00Z,45230.3,45455.0,44935.8,45408.8,7851.995
2024-01-02T17:00:00Z,45408.8,45428.5,44981.0,45014.4,4812.876
