timestamp,open,high,low,close,volume
2025-07-01T00:00:00Z,107081.2,107484.8,106957.7,107150.5,4594.629
2025-07-01T04:00:00Z,107150.5,107158.3,106546.0,107119.9,9858.355
2025-07-01T08:00:00Z,107119.9,107119.9,106233.7,106553.8,9545.077
2025-07-01T12:00:00Z,106553.8,107139.9,105550.0,105909.6,24713.714
2025-07-01T16:00:00Z,105909.6,106250.0,105335.0,105342.3,13156.225
2025-07-01T20:00:00Z,105342.3,106065.0,105180.3,105634.8,7866.196
2025-07-02T00:00:00Z,105634.8,106178.6,105058.6,106148.6,8219.04
2025-07-02T04:00:00Z,106148.6,107145.0,106082.2,107040.9,12119.877
2025-07-02T08:00:00Z,107040.9,107795.0,107040.9,107436.2,13279.131
2025-07-02T12:00:00Z,107436.2,108740.0,107134.7,108712.4,24997.601
2025-07-02T16:00:00Z,108712.4,109740.9,108620.8,109631.3,26420.538
2025-07-02T20:00:00Z,109631.3,109631.3,108669.0,108803.0,8071.556
2025-07-03T00:00:00Z,108803.0,109081.5,108455.1,108592.6,6486.807
2025-07-03T04:00:00Z,108592.6,109512.0,108510.0,109242.1,8409.435
2025-07-03T08:00:00Z,109242.1,110256.4,109242.1,109551.1,13255.161
2025-07-03T12:00:00Z,109551.1,110485.7,108704.4,109063.1,33981.439
2025-07-03T16:00:00Z,109063.1,109868.5,108955.0,109744.1,9059.87
2025-07-03T20:00:00Z,109744.1,109978.3,109483.4,109540.0,5101.54
2025-07-04T00:00:00Z,109540.0,109725.3,109058.0,109186.9,5360.504
2025-07-04T04:00:00Z,109186.9,109285.6,108650.0,108650.0,7726.675
2025-07-04T08:00:00Z,108650.0,109042.0,108456.0,108826.0,7474.454
2025-07-04T12:00:00Z,108826.0,108914.5,107452.3,107552.9,24806.843
2025-07-04T16:00:00Z,107552.9,107898.5,107220.3,107453.9,11610.224
2025-07-04T20:00:00Z,107453.9,108223.9,107408.8,107947.4,6657.272
2025-07-05T00:00:00Z,107947.4,108229.9,107685.9,108107.1,4145.64
2025-07-05T04:00:00Z,108107.1,108429.2,107934.8,108008.7,4349.609
2025-07-05T08:00:00Z,108008.7,108172.9,107809.9,108055.9,2859.04
2025-07-05T12:00:00Z,108055.9,108191.6,107911.0,108017.2,1994.321
2025-07-05T16:00:00Z,108017.2,108120.0,107820.8,108096.4,2861.977
2025-07-05T20:00:00Z,108096.4,108179.0,107939.7,108144.4,1575.629
2025-07-06T00:00:00Z,108144.4,108200.0,107961.7,107999.7,1987.283
2025-07-06T04:00:00Z,107999.7,108168.0,107888.0,107988.8,2287.044
2025-07-06T08:00:00Z,107988.8,108080.0,107762.6,108028.8,3205.47
2025-07-06T12:00:00Z,108028.8,109088.6,108000.0,108860.0,13046.874
2025-07-06T16:00:00Z,108860.0,108920.0,108225.7,108498.1,6531.786
2025-07-06T20:00:00Z,108498.1,109685.0,108484.7,109160.5,12413.834
2025-07-07T00:00:00Z,109160.5,109681.4,108612.0,109355.1,8830.443
2025-07-07T04:00:00Z,109355.1,109423.6,108573.5,109015.1,5968.263
2025-07-07T08:00:00Z,109015.1,109048.4,108525.0,108593.9,5347.945
2025-07-07T12:00:00Z,108593.9,108625.5,107896.8,108244.4,17074.758
2025-07-07T16:00:00Z,108244.4,108455.9,107449.6,107990.0,12748.246
2025-07-07T20:00:00Z,107990.0,108249.4,107714.2,108200.0,5015.822
2025-07-08T00:00:00Z,108200.0,108482.3,107369.7,107850.1,10963.32
2025-07-08T04:00:00Z,107850.1,108443.8,107691.5,108427.9,5241.081
2025-07-08T08:00:00Z,108427.9,108977.6,108181.0,108718.1,8768.847
2025-07-08T12:00:00Z,108718.1,109188.0,108140.2,108202.7,18220.019
2025-07-08T16:00:00Z,108202.7,109126.2,108029.9,108728.6,11946.284
2025-07-08T20:00:00Z,108728.6,108931.5,108567.0,108881.9,3403.255
2025-07-09T00:00:00Z,108881.9,109093.0,108284.8,108312.6,4721.643
2025-07-09T04:00:00Z,108312.6,108900.0,108263.4,108671.7,5262.057
2025-07-09T08:00:00Z,108671.7,109090.0,108527.3,109018.9,4571.645
2025-07-09T12:00:00Z,109018.9,109746.0,108447.8,109009.9,21803.687
2025-07-09T16:00:00Z,109009.9,111999.0,108968.8,111702.6,28196.323
2025-07-09T20:00:00Z,111702.6,111914.2,110530.0,111209.7,18145.378
2025-07-10T00:00:00Z,111209.7,111524.7,110832.8,111025.8,6033.976
2025-07-10T04:00:00Z,111025.8,111421.2,110863.1,111190.8,6779.092
2025-07-10T08:00:00Z,111190.8,111366.0,110825.0,110979.5,4460.738
2025-07-10T12:00:00Z,110979.5,111379.2,110450.9,111359.2,12716.499
2025-07-10T16:00:00Z,111359.2,113789.3,111293.8,113247.4,36475.218
2025-07-10T20:00:00Z,113247.4,117896.7,113220.0,115990.1,43701.536
2025-07-11T00:00:00Z,115990.1,116941.4,115200.0,116853.2,11966.532
2025-07-11T04:00:00Z,116853.2,118387.0,116461.1,117554.6,25844.221
2025-07-11T08:00:00Z,117554.6,118849.9,117554.5,117801.6,15106.12
2025-07-11T12:00:00Z,117801.6,118224.9,116727.4,116908.7,19184.754
2025-07-11T16:00:00Z,116908.7,118117.7,116600.8,118079.2,13456.772
2025-07-11T20:00:00Z,118079.2,118079.3,117114.1,117508.8,7330.47
2025-07-12T00:00:00Z,117508.8,117820.0,117101.9,117752.5,4271.663
2025-07-12T04:00:00Z,117752.5,118035.2,117456.2,117683.9,3741.883
2025-07-12T08:00:00Z,117683.9,118195.1,117580.0,117772.2,7776.679
2025-07-12T12:00:00Z,117772.2,117825.8,116868.1,117066.3,12073.383
2025-07-12T16:00:00Z,117066.3,117601.4,117007.3,117511.2,4080.389
2025-07-12T20:00:00Z,117511.2,117518.9,116940.0,117369.9,3312.032
2025-07-13T00:00:00Z,117369.9,117787.9,117173.3,117706.6,3910.038
2025-07-13T04:00:00Z,117706.6,118023.0,117627.1,117950.8,3141.457
2025-07-13T08:00:00Z,117950.8,118054.5,117653.1,118029.9,3219.474
2025-07-13T12:00:00Z,118029.9,119390.4,117929.6,118623.0,21720.464
2025-07-13T16:00:00Z,118623.0,119474.9,118320.0,118918.6,8182.697
2025-07-13T20:00:00Z,118918.6,119347.8,118168.2,119050.2,7397.937
2025-07-14T00:00:00Z,119050.2,121600.0,118859.2,120725.0,24905.968
