timestamp,open,high,low,close,volume
2024-01-01T00:00:00Z,42108.65,42190.46,42098.51,42108.65,132.42
2024-01-01T01:00:00Z,42108.65,42192.78,42023.12,42083.76,123.36
2024-01-01T02:00:00Z,42083.76,42324.77,42151.98,42224.49,113.16
2024-01-01T03:00:00Z,42224.49,42600.78,42407.22,42551.51,119.14
2024-01-01T04:00:00Z,42551.51,42511.45,42331.94,42505.98,105.41
2024-01-01T05:00:00Z,42505.98,42499.14,42336.9,42460.49,109.06
2024-01-01T06:00:00Z,42460.49,42888.31,42797.5,42801.37,106.63
2024-01-01T07:00:00Z,42801.37,42986.33,42884.05,42970.22,100.0
2024-01-01T08:00:00Z,42970.22,42878.25,42842.56,42873.76,122.6
2024-01-01T09:00:00Z,42873.76,43061.58,42964.77,42994.52,110.84
2024-01-01T10:00:00Z,42994.52,42931.49,42851.75,42899.3,73.58
2024-01-01T11:00:00Z,42899.3,42938.08,42734.54,42803.8,115.87
2024-01-01T12:00:00Z,42803.8,42927.46,42831.72,42859.9,107.42
2024-01-01T13:00:00Z,42859.9,42511.87,42368.22,42456.09,118.34
2024-01-01T14:00:00Z,42456.09,42216.42,42004.4,42095.71,96.87
2024-01-01T15:00:00Z,42095.71,42097.36,41981.27,41981.72,124.35
2024-01-01T16:00:00Z,41981.72,41802.52,41703.99,41773.83,98.16
2024-01-01T17:00:00Z,41773.83,41939.29,41760.44,41843.71,121.72
2024-01-01T18:00:00Z,41843.71,41754.74,41619.94,41658.33,86.31
2024-01-01T19:00:00Z,41658.33,41383.52,41336.78,41369.33,88.38
2024-01-01T20:00:00Z,41369.33,41739.01,41603.03,41677.77,118.06
2024-01-01T21:00:00Z,41677.77,41714.52,41579.18,41634.92,90.05
2024-01-01T22:00:00Z,41634.92,41751.74,41507.24,41653.14,166.17
2024-01-01T23:00:00Z,41653.14,41457.95,41354.6,41361.6,116.99
2024-01-02T00:00:00Z,41361.6,41352.63,41126.27,41253.3,100.75
2024-01-02T01:00:00Z,41253.3,41298.91,41181.68,41280.31,124.6
2024-01-02T02:00:00Z,41280.31,41099.2,41043.95,41047.53,85.58
2024-01-02T03:00:00Z,41047.53,41153.43,41117.32,41128.83,127.69
2024-01-02T04:00:00Z,41128.83,41065.31,40848.04,41009.59,126.86
2024-01-02T05:00:00Z,41009.59,41012.09,40868.86,40953.92,137.61
2024-01-02T06:00:00Z,40953.92,41007.69,40831.76,40834.98,86.78
2024-01-02T07:00:00Z,40834.98,41253.99,41131.71,41219.05,63.32
2024-01-02T08:00:00Z,41219.05,41225.6,41179.77,41220.39,81.7
2024-01-02T09:00:00Z,41220.39,41029.69,40868.96,41007.07,91.55
2024-01-02T10:00:00Z,41007.07,41275.61,41086.59,41180.18,150.02
2024-01-02T11:00:00Z,41180.18,41082.31,40885.61,40933.67,165.85
2024-01-02T12:00:00Z,40933.67,41022.67,40948.33,40980.54,110.34
2024-01-02T13:00:00Z,40980.54,40657.88,40583.05,40585.01,100.28
2024-01-02T14:00:00Z,40585.01,40421.72,40278.53,40320.42,89.5
2024-01-02T15:00:00Z,40320.42,40460.04,40270.51,40364.16,124.74
2024-01-02T16:00:00Z,40364.16,40583.64,40383.3,40517.52,165.66
2024-01-02T17:00:00Z,40517.52,40649.89,40400.18,40556.31,153.58
2024-01-02T18:00:00Z,40556.31,40577.18,40533.1,40536.92,134.14
2024-01-02T19:00:00Z,40536.92,40531.4,40283.81,40479.99,133.7
